id,start (sec),end (sec),description,length
BCONW,21.2,30.1,person puts the glass in the refrigerator.,31.75
V9DQI,0.0,13.1,person eating an apple.,31.54
V9DQI,0.0,13.1,person seated in a chair.,31.54
V9DQI,0.0,13.1,a person eats.,31.54
V9DQI,18.9,30.9,person watches television.,31.54
3UWW0,0.0,6.6,the person is eating a sandwich.,29.58
3UWW0,14.6,23.3,person drinking from a glass mug.,29.58
3UWW0,0.0,6.6,person eating food.,29.58
WTU0I,0.0,7.0,person opens a book.,58.5
WTU0I,37.2,47.4,a person is sitting in a chair.,58.5
UDF8X,9.6,17.0,person the open the bathroom door.,31.17
8J723,29.6,36.3,person looking out the window.,38.92
8J723,25.9,35.5,person opening a window.,38.92
7UZZI,8.1,13.6,person start sneezing.,26.62
U6L1X,0.0,3.0,person turned the light back off.,27.5
U6L1X,0.0,3.0,the person turned on the light in the pantry.,27.5
U6L1X,0.0,3.0,person turns on the light.,27.5
U6L1X,19.8,24.6,the person puts the broom back in the pantry.,27.5
U6L1X,21.4,27.3,person closes the door.,27.5
U6L1X,19.8,24.6,the person puts the broom back into the closet.,27.5
U6L1X,19.8,24.6,person they put the broom back away.,27.5
BE43L,19.4,32.0,person they sit at the table.,31.5
BE43L,19.4,32.0,person sits down at table.,31.5
78XRT,7.9,17.0,one person throws a pillow.,30.46
78XRT,6.4,12.1,the person at the desk begins sneezing.,30.46
GFVSV,16.2,25.7,person puts the cup down.,39.46
GFVSV,22.3,34.0,person open the book.,39.46
GFVSV,22.3,34.0,person opens a book to start reading.,39.46
27JQL,17.7,24.1,person eat a sandwich.,30.92
27JQL,17.7,24.1,person eats a sandwich.,30.92
J8KPE,7.9,18.9,person takes out a bag of food.,39.67
J8KPE,12.1,17.9,"person takes packet out of cupboard,closes cabinet.",39.67
3GA59,17.7,23.3,this person runs out of the room with their homework.,22.96
KGU21,12.2,23.2,a person is standing by the window laughing.,31.83
NH9JS,15.4,23.8,person holding the door open.,29.25
NH9JS,15.4,23.8,the person opened the door of cup board.,29.25
NH9JS,18.2,29.5,person puts the bag into the cabinet.,29.25
194WK,0.0,10.8,a person is reading a book.,24.17
194WK,2.5,10.8,a person laughs as they read something in a book.,24.17
194WK,11.3,18.7,person begins sneezing.,24.17
MWC7V,0.0,4.7,person playing games on phone.,30.25
3V7MT,19.0,31.0,person flip off the light.,30.38
3V7MT,19.0,31.0,person turns off the light.,30.38
3V7MT,0.0,3.7,person looks out the window.,30.38
4JSK6,33.2,44.0,person watching television with book.,42.83
E64R4,32.3,37.0,person closes door behind them.,36.12
E64R4,30.8,36.4,person open door.,36.12
E64R4,1.6,13.6,a person is dressing in their garage.,36.12
5Q0CX,0.5,12.4,a person awakens.,35.0
5Q0CX,22.4,30.7,person look out a window.,35.0
5Q0CX,22.4,30.7,person look out the window.,35.0
5Q0CX,22.4,30.7,person looks out a window.,35.0
5Q0CX,14.2,18.7,person turns on a light.,35.0
5Q0CX,14.2,18.7,person turn on the light.,35.0
XAW3U,0.0,3.2,a person is eating.,9.54
XAW3U,0.0,3.2,a person is standing by a curtained window eating something.,9.54
XAW3U,0.0,3.2,a person eating.,9.54
IGT82,0.1,7.8,person opens a cabinet.,29.75
IGT82,0.0,6.9,one person walks through the doorway.,29.75
IGT82,21.7,29.8,person running out.,29.75
3DNW1,9.4,14.8,person they open a cabinet.,18.88
3DNW1,15.1,20.0,person running out of the room.,18.88
3DNW1,15.1,20.0,person run out of the room.,18.88
NYXJ6,24.7,37.0,person sitting on the chair.,36.0
NYXJ6,25.6,37.0,a person is sitting at the table doing homework.,36.0
NYXJ6,12.4,25.8,person puts their bag on the dining room table.,36.0
CLORP,28.2,40.0,the person sits down on the sofa.,38.62
CLORP,14.6,24.4,person looks out of the window.,38.62
CLORP,32.6,40.0,person reads a book.,38.62
CLORP,1.5,7.4,person awakens from a nap on the couch.,38.62
CLORP,28.2,39.5,person starts eating pizza from the table.,38.62
CLORP,14.6,24.4,person looks out the window.,38.62
CLORP,28.8,37.8,person opens a book.,38.62
CLORP,28.2,39.5,person eats it.,38.62
UCPP8,22.1,38.3,a person is putting away groceries in the pantry.,55.46
UCPP8,34.6,48.9,person takes off shoes.,55.46
UCPP8,34.6,48.9,person takes off their shoes.,55.46
UCPP8,34.6,48.9,person take their shoes off.,55.46
F76GD,8.7,14.3,person they stand up.,35.71
F76GD,19.8,35.2,person wash their hands.,35.71
F76GD,19.8,35.2,person follow up by washing their hands in the sink.,35.71
F76GD,11.8,19.9,person drinks from a glass.,35.71
F76GD,11.8,19.9,person drink a glass of water.,35.71
F76GD,19.8,35.2,person washes their hands.,35.71
F76GD,11.8,19.9,person drink water from a glass on the counter.,35.71
OSENM,25.0,34.0,person holding a camera.,33.08
OSENM,24.7,34.0,person attempting to take a picture of themselves.,33.08
NIRNP,3.0,8.5,a person runs over grabs.,16.88
5T9CK,15.2,26.8,person drinks from a glass.,35.08
5T9CK,23.8,36.0,person dresses in a winter coat.,35.08
DJ6ZW,13.2,22.4,person drinks some water from a glass.,32.04
DJ6ZW,2.2,7.6,a person is washing their hands in a sink.,32.04
DJ6ZW,13.2,22.4,person they drink from a glass of water.,32.04
PP5KJ,5.0,16.0,person takes a vacuum out of a box.,27.96
H1GWM,13.7,19.6,the person walks to the doorway.,32.0
H1GWM,13.7,19.6,person walk through multiple doorways.,32.0
H1GWM,0.0,7.9,a person washes their hand in a sink.,32.0
JG7UX,0.0,11.1,a person is undressing in front of the wardrobe.,27.58
JG7UX,22.0,29.0,the person opens the refrigerator.,27.58
JG7UX,0.0,3.7,a person opens a cabinet to place their hat inside.,27.58
8RSZ4,1.9,12.7,a person looks out the window.,28.79
8RSZ4,1.9,12.7,person they look out the window.,28.79
SJGZ2,3.5,9.1,person opens up a cabinet.,39.08
SJGZ2,3.5,9.1,the person opens the doors of the cupboard.,39.08
HJOJ0,0.4,7.0,a person runs over to the sofa.,30.25
HJOJ0,0.4,7.0,a person is running into the living room.,30.25
1THHL,14.0,27.8,person starts smiling.,30.46
1THHL,0.0,5.1,person is opening medicine cabinets.,30.46
T8XGN,11.8,17.9,one person opens a door.,30.04
T8XGN,11.8,17.9,person opens a door.,30.04
5FDHU,0.2,6.1,person eating a sandwich with the other.,34.21
5FDHU,0.2,6.1,a person is eating a sandwich.,34.21
44Q8A,19.2,25.4,the person awakens suddenly.,31.42
44Q8A,20.9,32.0,person throws the pillow aside.,31.42
ZWPS3,12.8,18.0,person sit on a chair.,30.17
ZWPS3,8.4,18.2,a person puts groceries onto a table.,30.17
ZWPS3,11.6,17.3,person the put the bottle.,30.17
ZWPS3,5.3,11.7,a person walks through a doorway holding a bottle.,30.17
ZWPS3,12.8,18.0,another person sits on a chair working on a laptop.,30.17
HFW6H,35.1,43.3,person they both throw the shirts on the floor.,52.17
VSZ4W,0.0,5.0,a person drinks from a glass.,21.75
VSZ4W,0.0,5.0,person drinking from a glass.,21.75
VAPVR,15.7,30.4,person looks out a window.,31.83
W495O,13.0,20.0,person starts cooking.,30.96
WLA52,15.8,23.0,the person puts down the blanket.,35.08
WLA52,15.8,23.0,person puts down the blanket.,35.08
TMATS,12.1,17.9,person puts shoes on pillow.,30.92
NO0WS,7.0,18.7,person they begin to put away their groceries.,30.29
NO0WS,0.0,10.2,a person is standing in their pantry eating a cookie.,30.29
NO0WS,0.0,10.2,person eating something.,30.29
UAWXI,0.0,9.5,a person runs into a room holding an envelope.,31.08
9OEWM,12.0,17.2,person start turning the light on.,20.29
9OEWM,6.7,16.6,person run in a circle around the table.,20.29
9OEWM,12.0,17.2,person turns on a light.,20.29
9OEWM,6.7,16.6,person runs around.,20.29
MV37M,10.1,18.5,person begins throwing them onto the floor.,23.29
MV37M,0.0,6.1,person eating some sort of food.,23.29
MV37M,20.4,24.0,person laughing at how silly they seem.,23.29
MV37M,0.0,6.1,a person in the kitchen is eating some groceries.,23.29
MV37M,10.1,18.5,person they begin throwing some clothes on the floor.,23.29
ITXRK,48.6,55.1,person they stand up.,56.5
ITXRK,2.0,10.5,a person is laying on the floor of a kitchen.,56.5
ITXRK,32.2,51.2,person undresses from their jacket.,56.5
ITXRK,32.2,51.2,person start undressing.,56.5
ITXRK,2.0,10.5,there is a person laying on the floor.,56.5
SXYLN,19.9,25.7,the person throws a bag of groceries on the ground.,29.88
SXYLN,19.9,25.7,person they throw the sandwich wrapper in the garbage.,29.88
SXYLN,0.2,6.3,person they put the bag down.,29.88
S7RGX,21.9,27.6,person they put it back on the shelf.,41.88
FZJTT,1.1,11.9,a person awakens in the living room.,34.62
FZJTT,16.0,24.0,the person takes out their camera.,34.62
FZJTT,7.0,21.6,person putting their shoes on.,34.62
FZJTT,7.0,21.6,person puts their shoes on.,34.62
FZJTT,7.0,21.6,person puts on their shoes.,34.62
0WLCJ,1.8,7.2,a person throws a blanket on the sofa.,30.92
0WLCJ,1.8,7.2,person throws blanket onto couch.,30.92
8WJIR,0.6,11.2,a person sitting on a bed watching a television.,34.71
8WJIR,0.6,11.2,a person sits on the bed watching television.,34.71
8WJIR,10.2,21.3,person goes back to the bed sits down.,34.71
8WJIR,7.4,17.6,person they start closing the bedroom door.,34.71
8WJIR,12.9,23.5,person drinking a cup of coffee.,34.71
8WJIR,7.4,17.6,person proceeds to close the doors.,34.71
PDK24,0.0,4.6,a person turns on the light in their dining room.,27.12
PDK24,15.3,25.0,person they sit in a chair.,27.12
PDK24,16.9,23.8,person start sneezing.,27.12
PDK24,16.9,23.8,person begins sneezing.,27.12
PDK24,0.0,4.6,a person turns on the light.,27.12
WT3IG,0.0,8.2,a person is holding a camera.,36.38
57MEO,0.0,4.9,a person opens a door.,21.54
57MEO,7.3,15.0,person put the book.,21.54
57MEO,7.3,15.0,person they put the book.,21.54
57MEO,0.0,4.9,a person opens the door.,21.54
UFVO8,7.6,13.2,person closed the door.,15.62
UFVO8,3.0,9.8,a person opens a door.,15.62
H6ROK,0.0,15.1,person throwing the blanket to the ground.,30.5
4JH6O,0.0,10.7,a person walks into a door holding a blanket.,31.17
4JH6O,0.0,5.7,a person runs into a room.,31.17
EOELV,0.0,13.1,a person awakens.,27.33
OIZT9,9.8,15.8,the person puts the groceries on the floor.,30.5
OIZT9,19.0,26.0,person takes a picture with a camera.,30.5
OIZT9,19.0,26.0,person takes a picture of them doing that.,30.5
7TJ14,19.1,26.6,person eats it.,32.33
7TJ14,19.1,26.6,person fixes something to eat.,32.33
7TJ14,19.1,26.6,person runs out eating.,32.33
8Q0EY,22.5,33.0,person holds a towel.,31.58
P8Y27,0.6,5.1,a person throws a bag on chair.,30.75
P8Y27,0.6,5.1,a person throws a bag into the pantry.,30.75
P8Y27,5.4,10.6,person wash the window.,30.75
2SIO0,17.0,22.1,person smiling at a television in a bedroom.,31.08
2SIO0,2.1,17.4,laughing person dressed in a towel turns on a television.,31.08
Z6IAE,5.3,18.6,a person looks out the window.,37.17
Z6IAE,5.3,18.6,person looks out a window.,37.17
Z6IAE,25.2,32.2,person opens the door.,37.17
Z6IAE,25.2,32.2,person opening a door.,37.17
RKU88,19.1,24.5,person throws it on the floor.,24.42
RKU88,8.7,13.4,person throwing down their dirty clothes as they come off.,24.42
RKU88,19.1,24.5,person throw it on the floor.,24.42
RKU88,0.0,4.8,a person walks through the doorway into their bedroom.,24.42
FVSB0,0.0,5.0,a person opens a cabinet.,34.5
FVSB0,12.5,21.3,a person holding clothes puts them in the wardrobe.,34.5
7YMK9,36.3,41.0,person closing the door behind them.,40.46
7YMK9,34.1,39.9,person opening the door.,40.46
EVHAZ,0.0,14.4,a person stands on a chair.,34.33
9D2T4,4.2,9.6,a person is in the hallway throwing a pillow.,30.88
7O2LP,14.6,21.8,person throws the dishes they were carrying onto the floor.,30.71
CBLSW,24.7,31.3,person puts a glass in the sink.,44.33
1GQAJ,1.8,17.7,person walks in holding a broom.,33.42
1GQAJ,1.8,17.7,a person walks in holding a broom.,33.42
O7NI6,0.0,4.3,a person opens a door.,22.58
VO45S,0.0,13.2,a person holding a shoe box.,31.08
VO45S,9.1,14.1,person puts the box down.,31.08
VO45S,0.0,13.2,person holding a box.,31.08
N8R3F,3.9,9.2,person throws a pair of shoes at a shelf.,19.62
N8R3F,3.9,9.2,person throws some shoes on the floor.,19.62
705RV,18.9,29.5,person eats it.,30.42
705RV,15.5,21.8,person start putting the sandwich on a table.,30.42
705RV,18.1,26.9,person take some medicine.,30.42
TE421,23.3,33.0,person closes the door.,31.92
TE421,1.2,6.5,a person takes some medicine.,31.92
TE421,19.1,33.0,person talking on the phone.,31.92
TE421,23.3,33.0,another person with a phone closes the door.,31.92
82XWA,0.0,10.2,a person is awakening.,24.08
0QMGP,9.6,17.0,person set a laptop computer down on a table.,30.58
0QMGP,23.7,32.0,person wash their hands in the sink.,30.58
0QMGP,23.7,32.0,person washed hands in water running from a faucet.,30.58
0QMGP,9.3,17.0,person they put on a table.,30.58
BMLFA,12.1,22.7,a person is holding a box.,30.42
BMLFA,15.2,22.5,person put a box away in the refrigerator.,30.42
KX90W,0.0,4.9,person walks through a doorway.,29.42
KX90W,0.9,9.1,the person opens a closet door.,29.42
5MSZP,5.8,17.5,a person is smiling.,31.21
5MSZP,1.1,7.9,another person is sitting in a chair eating a sandwich.,31.21
5MSZP,22.2,27.3,person putting towels away.,31.21
LPR6Z,28.1,33.0,person turning the light off.,34.5
LPR6Z,28.1,33.0,person cuts the light off.,34.5
8R0SZ,0.0,9.7,a person runs through the doorway.,28.96
8R0SZ,0.0,9.7,person running back out.,28.96
WTFOC,18.4,23.0,person they open a closet door.,21.75
PVVQS,7.0,21.1,person the are laughing.,30.58
PVVQS,0.0,9.0,a person is walking through a doorway.,30.58
PVVQS,23.0,29.0,person throws their shoes down the hallway.,30.58
PVVQS,5.0,10.6,person turns on the light.,30.58
PVVQS,23.0,29.0,person begin throwing their shoes.,30.58
PVVQS,5.0,10.6,person turns on a light.,30.58
PVVQS,7.0,21.1,person begins laughing.,30.58
G6BFY,5.5,10.3,person they put it back on the shelf.,31.79
G6BFY,12.0,16.8,person smiles into a mirror.,31.79
O8DER,16.7,22.6,person they stand up.,30.67
O8DER,18.6,28.6,person put a box on it.,30.67
O8DER,21.7,28.6,person puts a box on the shelf.,30.67
O8DER,5.1,12.9,a person is seen laughing.,30.67
I31V9,2.5,7.4,person turns on light.,12.0
I31V9,0.0,4.5,a person was eating a sandwich.,12.0
I31V9,0.0,4.5,person eating a sandwich.,12.0
I31V9,2.5,7.4,person turned on a light.,12.0
I31V9,2.5,7.4,person they turn on a light.,12.0
I31V9,7.8,13.0,person opens book.,12.0
ZRRC8,13.7,19.7,person takes a book.,22.62
ZRRC8,0.6,8.9,a person awakens in bed.,22.62
ZRRC8,15.4,24.0,person they look at the book they are holding.,22.62
PM1VD,100.8,109.7,this person is sitting in a chair a his desk.,160.62
AQ69X,0.1,12.7,person puts on a pair of shoes.,30.21
AQ69X,0.1,12.7,person putting on shoes.,30.21
OOCOF,23.6,31.0,person wash their hands in the sink.,29.71
U0X4P,0.0,14.2,a person looks out the window.,31.96
U0X4P,0.0,14.2,a person is watching something outside the window.,31.96
U0X4P,26.2,30.8,person throw their clothes on the bed.,31.96
U0X4P,0.0,14.2,the person looked out the window.,31.96
N2GFQ,6.9,13.5,person puts a bag on a shelf.,37.62
N2GFQ,14.0,30.0,the person goes to wash their hands.,37.62
N2GFQ,4.0,12.0,that person takes off their shoes.,37.62
N2GFQ,14.0,30.0,person washes hands.,37.62
N2GFQ,14.0,30.0,person washes their hands.,37.62
N2GFQ,4.0,12.0,person takes their shoes off.,37.62
9Z1A3,3.2,12.9,person puts shoes on.,26.67
9Z1A3,0.0,6.9,a person is quickly dressing in the dining room.,26.67
9Z1A3,3.2,12.9,person puts on a pair of shoes.,26.67
NWNUY,18.5,25.8,person puts away some food onto a shelf.,27.0
NWNUY,18.5,25.8,person put some food on it.,27.0
RY8ZS,0.0,15.1,a person is washing a mirror with a blanket.,30.17
CD11G,0.0,7.7,a person is cooking food on a stove.,17.92
CD11G,5.0,11.9,person open the refrigerator.,17.92
CD11G,0.0,7.7,a person is cooking on the stove.,17.92
CD11G,9.8,16.2,person eating in a kitchen.,17.92
CD11G,13.7,19.0,person closes the refrigerator.,17.92
CD11G,5.0,11.9,person opens the refrigerator door.,17.92
CD11G,5.0,11.9,person opening a refrigerator.,17.92
43OXO,0.0,4.7,a person awakens.,24.54
43OXO,6.9,15.1,person puts a small box on top of the notebook.,24.54
43OXO,2.2,7.9,person sits up on the couch.,24.54
O9WFN,0.0,6.6,a person is  opening a door.,33.04
O9WFN,8.0,16.3,person pouring coffee into a cup from a thermos.,33.04
O9WFN,0.0,6.6,a person opens the door to their closet.,33.04
FQLS1,6.8,13.1,person smiling for a camera.,30.42
FQAAB,28.3,37.0,person close the door.,35.75
FQAAB,0.0,6.3,a person runs up the stairs.,35.75
FQAAB,28.3,37.0,person they are closing the door.,35.75
FQAAB,0.0,6.3,a person is running through the door.,35.75
FQAAB,24.9,32.4,person they take a phone from their pocket.,35.75
XJH5D,25.8,30.8,person puts it on a table.,30.29
XJH5D,9.1,14.1,a person is sneezing.,30.29
VE52Z,4.4,10.7,a person walks in the room eating a sandwich.,35.46
VE52Z,26.0,36.0,person throw the sandwich on the floor.,35.46
VE52Z,30.7,36.0,the person throws the food to the floor.,35.46
8E5AD,21.3,33.0,person they begin eating.,31.92
8E5AD,21.3,33.0,person eats it.,31.92
8E5AD,21.3,33.0,person starts eating sandwich.,31.92
1KDFH,13.9,23.4,a person is sneezing.,32.0
C278V,28.6,32.0,a woman is sitting on a sofa folding laundry.,30.54
C278V,28.6,32.0,a man takes a pile of clothes.,30.54
C278V,7.6,14.8,one person is putting clothes on the table.,30.54
C278V,7.6,14.8,person puts them on the table.,30.54
9TL3J,22.2,30.3,person they drink a glass of water.,35.58
9TL3J,31.9,36.9,person turns off the light.,35.58
9TL3J,0.0,5.7,a person is washing dishes.,35.58
9TL3J,31.9,36.9,person turning off the light.,35.58
9TL3J,31.9,36.9,person turn off the kitchen light.,35.58
9TL3J,0.0,5.7,a person washes dishes.,35.58
IWMW1,6.5,12.3,a person is drinking a glass of water.,27.46
IWMW1,12.2,25.8,person they tidy some dishes off the floor.,27.46
561H5,0.0,12.0,person holding a towel.,30.75
561H5,12.9,18.8,eating a sandwich as the person does so.,30.75
3W31X,22.7,27.0,person puts groceries on table.,26.04
3W31X,21.0,27.0,a person is laughing.,26.04
CH8XJ,13.5,20.1,person open the closet.,28.12
CH8XJ,16.9,25.4,the person starting throwing shoes into their closet.,28.12
CH8XJ,16.9,25.4,person throw shoes inside.,28.12
E661I,6.4,13.8,another person is running in shoes.,30.62
E661I,6.4,13.8,person runs to another room.,30.62
E661I,0.0,3.5,the first person keeps sneezing.,30.62
E661I,0.0,3.5,a person is sneezing.,30.62
1VMZM,0.8,8.8,a person opens a door.,28.17
1VMZM,22.8,28.3,person runs out.,28.17
1VMZM,4.9,14.3,a person walks into their laundry room holding a vacuum.,28.17
1VMZM,12.2,23.3,person throws some clothes into a bin.,28.17
1VMZM,22.8,28.3,person run out of the room.,28.17
V24A5,18.2,23.8,the person puts down the food.,30.38
V24A5,21.6,31.0,person walks through the doorway.,30.38
GP5CT,15.8,31.0,person they drink a glass of water.,30.38
